name,company,city,state,country,address,state_clean
Amazon AWS PHX - 10464 E Pecos Road,Amazon AWS,Mesa,Phoenix,United States,10464 E Pecos Rd,AZ
EdgeCore Florence Tech Park,EdgeCore,Florence,Phoenix,United States,E Arizona Farms Rd & N Attaway Rd,AZ
NTT Elliot Road Campus,"NTT DATA, Inc.",Mesa,Phoenix,United States,10256 E Elliot Rd,AZ
EdgeCore Florence Tech Park - Building 4,EdgeCore,Florence,Phoenix,United States,E Arizona Farms Rd & N Attaway Rd,AZ
Vantage AZ14 - Phoenix,Vantage Data Centers,Goodyear,Phoenix,United States,45 S Bullard Ave,AZ
EdgeCore Florence Tech Park - Building 7,EdgeCore,Florence,Phoenix,United States,E Arizona Farms Rd & N Attaway Rd,AZ
EdgeCore Florence Tech Park - Building 8,EdgeCore,Florence,Phoenix,United States,E Arizona Farms Rd & N Attaway Rd,AZ
Vantage AZ15 - Phoenix,Vantage Data Centers,Goodyear,Phoenix,United States,45 S Bullard Ave,AZ
Project Baccara - Building 2,"Takanock, LLC",Waddell,Phoenix,United States,14707-14323 W Olive Ave,AZ
Project Baccara - Building 1,"Takanock, LLC",Waddell,Phoenix,United States,14707-14323 W Olive Ave,AZ
STACK Infrastructure PHX01B,STACK INFRASTRUCTURE,Avondale,Phoenix,United States,W Lower Buckeye Rd & S Litchfield Rd,AZ
Meta Mesa - Building 5,Meta,Mesa,Phoenix,United States,3841 S Ellsworth Rd,AZ
Meta Mesa - Building 3,Meta,Mesa,Phoenix,United States,3841 S Ellsworth Rd,AZ
Meta Mesa - Building 1,Meta,Mesa,Phoenix,United States,3841 S Ellsworth Rd,AZ
Meta Mesa - Building 2,Meta,Mesa,Phoenix,United States,3841 S Ellsworth Rd,AZ
Vantage AZ11 - Phoenix,Vantage Data Centers,Goodyear,Phoenix,United States,45 S Bullard Ave,AZ
Google Mesa - Phase 1,Google,Mesa,Phoenix,United States,E Elliot Rd & S Sossaman Rd,AZ
Google Mesa - Phase 3,Google,Mesa,Phoenix,United States,E Elliot Rd & S Sossaman Rd,AZ
Project Baccara Campus,"Takanock, LLC",Waddell,Phoenix,United States,14707-14323 W Olive Ave,AZ
Vantage AZ13 - Phoenix,Vantage Data Centers,Goodyear,Phoenix,United States,45 S Bullard Ave,AZ
GDC - Phoenix PH5 Data Center,"NTT DATA, Inc.",Mesa,Phoenix,United States,10256 E Elliot Rd,AZ
Amazon AWS PHX - Pecos Road Campus,Amazon AWS,Mesa,Phoenix,United States,9848-10464 E Pecos Road,AZ
Meta Mesa - Building 4,Meta,Mesa,Phoenix,United States,3841 S Ellsworth Rd,AZ
STACK Infrastructure PHX01C,STACK INFRASTRUCTURE,Avondale,Phoenix,United States,W Lower Buckeye Rd & S Litchfield Rd,AZ
Lumen Phoenix 1,Lumen,Phoenix,Phoenix,United States,811 South 16th Street,AZ
Google Mesa - Phase 2,Google,Mesa,Phoenix,United States,E Elliot Rd & S Sossaman Rd,AZ
STACK Infrastructure PHX01A,STACK INFRASTRUCTURE,Avondale,Phoenix,United States,W Lower Buckeye Rd & S Litchfield Rd,AZ
GDC - Phoenix PH2 Data Center,"NTT DATA, Inc.",Mesa,Phoenix,United States,10256 E Elliot Rd,AZ
Lumen Phoenix 2,Lumen,Phoenix,Phoenix,United States,17 E. Virginia Ave,AZ
GDC - Phoenix PH3 Data Center,"NTT DATA, Inc.",Mesa,Phoenix,United States,10256 E Elliot Rd,AZ
GDC - Phoenix PH4 Data Center,"NTT DATA, Inc.",Mesa,Phoenix,United States,10256 E Elliot Rd,AZ
Vantage AZ12 - Phoenix,Vantage Data Centers,Goodyear,Phoenix,United States,45 S Bullard Ave,AZ
Menlo Digital MD-PX1 (Phoenix),Menlo Digital,Phoenix,Phoenix,United States,4801-4811 E Thistle Landing Dr,AZ
Lumen Phoenix 4,Lumen,Phoenix,Phoenix,United States,3220 N 3rd St,AZ
Menlo Digital MD-PX1 - Building 2,Menlo Digital,Phoenix,Phoenix,United States,4801-4811 E Thistle Landing Dr,AZ
Menlo Digital MD-PX1 - Building 3,Menlo Digital,Phoenix,Phoenix,United States,4801-4811 E Thistle Landing Dr,AZ
Menlo Digital MD-PX1 - Building 5,Menlo Digital,Phoenix,Phoenix,United States,4801-4811 E Thistle Landing Dr,AZ
Menlo Digital MD-PX1 - Building 4,Menlo Digital,Phoenix,Phoenix,United States,4801-4811 E Thistle Landing Dr,AZ
Menlo Digital MD-PX1 - Building 1,Menlo Digital,Phoenix,Phoenix,United States,4801-4811 E Thistle Landing Dr,AZ
Login DC2,"Login, LLC",Tucson,Tucson,United States,1855 N 6th Ave,AZ
Ark Data Centers Tucson,Ark Data Centers,Tucson,Tucson,United States,1215 E Pennsylvania St,AZ
Winsor Colocation,Winsor Consulting Group,Tucson,Tucson,United States,3821 E Broadway Blvd,AZ
TECfusions Tucson,TECfusions,Tucson,Tucson,United States,3701 E Columbia St,AZ
Project Blue,Beale Infrastructure,Tucson,Tucson,United States,S Harrison Rd / E Brekke Rd / S Houghton Rd,AZ
Login DC1,"Login, LLC",Tucson,Tucson,United States,4003 East Speedway Boulevard,AZ
FirstDigital Tucson,FirstDigital,Tucson,Tucson,United States,3836 S Evans Blvd,AZ
Lumen Tucson,Lumen,Tucson,Tucson,United States,135 N. 6th Avenue,AZ
MSA Evergreen Heights,Management Science Associates,Pittsburgh,Pittsburgh,United States,115 Evergreen Heights Dr,PA
MSA Rockpointe,Management Science Associates,Tarentum,Pittsburgh,United States,within Just a few miles from Pittsburgh,PA
Iron Mountain Data Centers WPA-1,Iron Mountain Data Centers,Boyers,Pittsburgh,United States,1137 Branchton Road,PA
EdgeConneX Pittsburgh - EDCPIT01,EdgeConneX,Pittsburgh,Pittsburgh,United States,282 Corliss St,PA
Ardent Pittsburgh,Ardent Data Centers,McKees Rocks,Pittsburgh,United States,615 McMichael Rd,PA
TeraSwitch Networks Pittsburgh,TeraSwitch Networks Inc.,Pittsburgh,Pittsburgh,United States,100 S Commons,PA
H5 Data Centers Pittsburgh,H5 Data Centers,Pittsburgh,Pittsburgh,United States,2202 Liberty Ave,PA
DQE Butler,DQE Communications,Butler,Pittsburgh,United States,238 Pillow St,PA
182 Northpointe Blvd,Chirisa,Freeport,Pittsburgh,United States,182 Northpointe Blvd,PA
viLogics Pittsburgh,viLogics Data Centers,Pittsburgh,Pittsburgh,United States,322 4th Ave,PA
Expedient Pittsburgh North Shore,Expedient Data Centers,Pittsburgh,Pittsburgh,United States,100 S Commons,PA
TECfusions New Kensington,TECfusions,New Kensington,Pittsburgh,United States,100 Technical Drive,PA
Consolidated Pittsburgh,Consolidated Communications,Pittsburgh,Pittsburgh,United States,115 Evergreen Heights Dr,PA
iM Critical Pittsburgh,iM Critical,Pittsburgh,Pittsburgh,United States,900 Brinton Rd,PA
Mawson Midland,Mawson Infrastructure Group,Midland,Pittsburgh,United States,950 Railroad Ave,PA
Bitfarms Scrubgrass,Bitfarms Ltd.,Kennerdell,Pittsburgh,United States,2151 Lisbon Road,PA
Consolidated Tarentum,Consolidated Communications,Tarentum,Pittsburgh,United States,400 MSA Dr,PA
Nova Place,Faros Properties,Pittsburgh,Pittsburgh,United States,100 S Commons,PA
Aligned - Shippingport Industrial Park,Aligned Data Centers,MacArthur,Pittsburgh,United States,"Shippingport Industrial Park, Church Ln",PA
Lumen Pittsburgh 2,Lumen,Pittsburgh,Pittsburgh,United States,200 Technology Dr,PA
The Homer City Energy Campus,Homer City Redevelopment LLC,Homer City,Pittsburgh,United States,1750 Power Plant Rd,PA
Bitfarms Sharon,Bitfarms Ltd.,Sharon,Pittsburgh,United States,"within Sharon, Pennsylvania",PA
TECfusions Keystone Connect,TECfusions,Upper Burrell,Pittsburgh,United States,within the former Alcoa R&D campus,PA
151 Porter St,Unknown Company,Springdale,Pittsburgh,United States,151 Porter St,PA
Lumen Pittsburgh 1,Lumen,Pittsburgh,Pittsburgh,United States,143 25th Street,PA
American Tower EDC Pittsburg,American Tower Corporation,Pittsburgh,Pittsburgh,United States,1000 Agnew Rd,PA
Flexential Phiadelphia - Collegeville Data Center,Flexential,Collegeville,Philadelphia,United States,101 Troutman Rd,PA
TierPoint Philadelphia- Navy Yard,TierPoint,Pennsylvania,Philadelphia,United States,4775 League Island Boulevard,PA
DataBank PHL1 - Downtown Philadelphia,DataBank,Philadelphia,Philadelphia,United States,401 N Broad St,PA
Keystone NAP,Keystone NAP,Fairless Hills,Philadelphia,United States,150 Solar Dr,PA
Equinix PH1,Equinix,Philadelphia,Philadelphia,United States,401 North Broad Street,PA
TrueNet,TrueNet,West Chester,Philadelphia,United States,24 Hagerty Blvd,PA
11:11 Systems Philadelphia,11:11 Systems,Philadelphia,Philadelphia,United States,401 N Broad Street,PA
DaSTOR King of Prussia I,"DaSTOR, LLC",King of Prussia,Philadelphia,United States,411 Swedeland Rd,PA
DaSTOR King of Prussia II,"DaSTOR, LLC",King of Prussia,Philadelphia,United States,3400 Horizon Dr.,PA
Comcast Moorestown,Comcast,Moorestown,Philadelphia,United States,650 Centerton Rd,PA
Crown Castle Philadelphia (PA1),CROWN CASTLE,Philadelphia,Philadelphia,United States,401 N Broad St,PA
Unisecure Philadelphia DC,Unisecure Data Centers,Philadelphia,Philadelphia,United States,2401 Locust St,PA
Crown Castle Philadelphia (PA2),CROWN CASTLE,Philadelphia,Philadelphia,United States,1309 Noble St,PA
Windstream New York,Windstream,Philadelphia,Philadelphia,United States,401 N Broad Street,PA
1500 Spring Garden Street,InterVest Capital Partners,Philadelphia,Philadelphia,United States,1500 Spring Garden St,PA
1547 Chester County PA,1547 Critical Systems Realty,Malvern,Philadelphia,United States,N Malvern Hunt Way & Swedesford Rd,PA
ColoHouse Philadelphia,ColoHouse,Philadelphia,Philadelphia,United States,2401 Locust Street,PA
Comcast West Chester,Comcast,West Chester,Philadelphia,United States,1354 E Boot Rd,PA
LightWave Networks,"LightWave Networks, Inc",Philadelphia,Philadelphia,United States,401 North Broad St,PA
Pennhurst Data Center Campus,Unknown Company,Spring City,Philadelphia,United States,1205 Commonwealth Dr,PA
Keystone Trade Center,NorthPoint Development,Fairless Hills,Philadelphia,United States,700 S Port Rd,PA
York Energy Center DC,Calpine Corporation,Delta,Philadelphia,United States,1055 Pikes Peak Rd,PA
Lumen Philadelphia 1,Lumen,Philadelphia,Philadelphia,United States,401 N Broad Street,PA
Project Laurel Campus,Unknown Company,Pottstown,Philadelphia,United States,Sanatoga Rd / Evergreen Rd / Possum Hollow Rd / Lightcap Rd,PA
Project Laurel - Building 1,Unknown Company,Pottstown,Philadelphia,United States,Evergreen Rd,PA
Project Laurel - Building 8,Unknown Company,Pottstown,Philadelphia,United States,Lightcap Rd & Possum Hollow Rd,PA
Project Laurel - Building 7,Unknown Company,Pottstown,Philadelphia,United States,Lightcap Rd,PA
Project Laurel - Building 6,Unknown Company,Pottstown,Philadelphia,United States,Lightcap Rd,PA
Project Laurel - Building 3,Unknown Company,Pottstown,Philadelphia,United States,Sanatoga Rd,PA
Project Laurel - Building 4,Unknown Company,Pottstown,Philadelphia,United States,Sanatoga Rd,PA
Project Laurel - Building 5,Unknown Company,Pottstown,Philadelphia,United States,Lightcap Rd,PA
Project Laurel - Building 2,Unknown Company,Pottstown,Philadelphia,United States,Evergreen Rd & Sanatoga Rd,PA
Lumen Philadelphia 3,Lumen,Philadelphia,Philadelphia,United States,3020 Market Street,PA
Lumen Philadelphia 2,Lumen,Philadelphia,Philadelphia,United States,701 Market Street,PA
410 Commerce Blvd (EWR14),Digital Realty,Carlstadt,Newark,United States,410 Commerce Blvd,NJ
CyrusOne NYM1 - Somerset,CyrusOne Data Centers,Somerset,Newark,United States,800 Cottontail Ln.,NJ
DataBank EWR1 - Downtown Newark,DataBank,Newark,Newark,United States,165 Halsey St,NJ
Equinix NY1,Equinix,Newark,Newark,United States,165 Halsey St,NJ
CyrusOne NYM2 - Totowa,CyrusOne Data Centers,Totowa,Newark,United States,50 Madison Road,NJ
Crown Castle Newawk (NJ1),CROWN CASTLE,Newawk,Newark,United States,165 Halsey St,NJ
US Liquidity Center (USLC),"Intercontinental Exchange, Inc. (ICE)",Mahwah,Newark,United States,1700 MacArthur Blvd,NJ
Cogent Data Center - Franklin,"Cogent Communications, Inc.",Franklin,Newark,United States,254 State Highway 23,NJ
Cogent Data Center - Sparta,"Cogent Communications, Inc.",Sparta,Newark,United States,500 Weldon Rd,NJ
600 Commerce Boulevard,Russo Development,Carlstadt,Newark,United States,600 Central Blvd,NJ
CoreWeave Kenilworth,CoreWeave,Kenilworth,Newark,United States,"2000 Galloping Hill Rd, 11 Nest Drive",NJ
BT Nutley,BT Services (British Telecom),Nutley,Newark,United States,492 River Rd,NJ
Lumen Newark,Lumen,Newark,Newark,United States,165 Halsey St,NJ
Lumen Newark 1,Lumen,Newark,Newark,United States,504 Interchange Blvd,NJ
DataVerge NJ,DataVerge,Jersey City,Hudson County,United States,111 Town Square Place,NJ
Csquare - New York EWR1,Csquare,Jersey City,Hudson County,United States,210 Hudson Street,NJ
One Evertrust Plaza,Unknown Company,Jersey City,Hudson County,United States,1 Evertrust Plaza,NJ
QTS Jersey City 1 DC1,QTS Data Centers,Jersey City,Hudson County,United States,95 Christopher Columbus Dr,NJ
Lumen Jersey City,Lumen,Jersey City,Hudson County,United States,1 Evertrust Plaza,NJ
CoreSite Orlando (OR1),CoreSite,Orlando,Orlando,United States,9701 S. John Young Parkway,FL
Cogent Data Center - Orlando,"Cogent Communications, Inc.",Orlando,Orlando,United States,17401 Wewahootee Rd,FL
Thrive US - Winter Haven,Thrive,Winter Haven,Orlando,United States,200 Avenue B NW,FL
Signal Hill Telecom Center,"SH OTC, LLC",Orlando,Orlando,United States,440 W Kennedy Blvd,FL
Corserva Orlando,Corserva,Orlando,Orlando,United States,8251 Presidents Drive,FL
Smart City Metro,"Smart City Holdings, LLC",Orlando,Orlando,United States,1101 N Keller Rd,FL
Lumen Orlando,Lumen,Orlando,Orlando,United States,380 South Lakew Destiny Drive,FL
Lumen Orlando 3,Lumen,Oak Ridge,Orlando,United States,7003 Presidents Dr,FL
Lumen Orlando 2,Lumen,Orlando,Orlando,United States,510 W. Columbia Street,FL
36 NE 2nd St (MIA10),Digital Realty,Miami,Miami,United States,36 NE 2nd Street,FL
Hivelocity - Miami 1,Hivelocity,Miami,Miami,United States,50 NE 9th St,FL
RadiusDC Miami I,RadiusDC,Miami,Miami,United States,11300 NW 25th Street,FL
Metobloks Miami MB01,Metrobloks,Miami,Miami,United States,500 NW 137th Ave,FL
NetcroHosting,NetcroHosting,Miami,Miami,United States,36 NE 2nd St,FL
QTS Miami 1 DC1,QTS Data Centers,Miami,Miami,United States,11234 NW 20th St.,FL
CoreSite Miami (MI2),CoreSite,Doral,Miami,United States,2100 NW 84th Ave,FL
Equinix MI6,Equinix,Doral,Miami,United States,"1525 NW 98th Court, International Corporate Park",FL
DataBank MIA1 - Downtown Miami,DataBank,Miami,Miami,United States,36 NE 2nd St,FL
Iron Mountain Data Centers MIA-1,Iron Mountain Data Centers,Miami,Miami,United States,2925 NW 120th Terrace,FL
Navegalo Miami Data Center,Navegalo,Miami,Miami,United States,36 NE 2nd Street,FL
EdgeConneX Miami - EDCMIA02,EdgeConneX,Miami Gardens,Miami,United States,475 NE 185th St.,FL
Net Data,Nettalk .Com Inc.,Miami,Miami,United States,1080 NW 163rd Drive,FL
NocRoom Miami Colocation and VPS,NocRoom Miami Colocation VPS,Miami,Miami,United States,36 NE 2nd Street,FL
Raeden Miami,Raeden,Miami,Miami,United States,"New World Tower, 100 Biscayne Blvd",FL
Aptum Miami,Aptum,Miami,Miami,United States,2300 NW 89th Pl,FL
South Reach Networks,South Reach Networks,Miami,Miami,United States,36 NE 2nd Street,FL
Cogent Data Center - Hollywood,"Cogent Communications, Inc.",Pembroke Park,Miami,United States,3924 Pembroke Rd,FL
Stealth-ISS Dedicated Server Store,Stealth - ISS Inc.,Miami,Miami,United States,1953 NW 22nd Street,FL
iM Critical Miami Data Center,iM Critical,Miami,Miami,United States,100 NE 80th Terrace,FL
Nettogo Data Center,Nettogo,Miami,Miami,United States,11560 SW 120 St,FL
Lumen Miami 5,Lumen,Miami,Miami,United States,1109 NW 22nd St,FL
Lumen Miami 4,Lumen,Miami,Miami,United States,50 NE 9th St,FL
IPXON Miami,IPXON Networks,Miami,Miami,United States,50 NE 9th St,FL
CSN-1 Bonita Springs,Telconet,Bonita Springs,Miami,United States,within Costa del Este,FL
Verizon Miami,Verizon Communications Inc.,Miami,Miami,United States,16563 NW 15th Ave,FL
Lumen Miami,Lumen,Miami,Miami,United States,49 N.W. 5th Street,FL
Lumen Miami 3,Lumen,Miami,Miami,United States,200 SE First Street,FL
OneColo Tampa,OneColo,Tampa,Tampa,United States,400 N Tampa St,FL
Csquare - Tampa TPA1-A,Csquare,Tampa,Tampa,United States,9310 Florida Palm Dr.,FL
E Solutions Data Center,WOW Business/E Solutions,Tampa,Tampa,United States,400 North Tampa Street,FL
Carrier Core Data Center,Carrier Core LLC,Tampa,Tampa,United States,655 N Franklin St,FL
Data Canopy - Tampa,Data Canopy,Tampa,Tampa,United States,412 E Madison Ave,FL
Data Canopy - Tampa Franklin,Data Canopy,Tampa,Tampa,United States,655 N Franklin St,FL
AceHost Tampa Data Center,Acehost,Tampa,Tampa,United States,412 E Madison St,FL
Bohler Places LLC Fort Meade,Unknown Company,Fort Meade,Tampa,United States,Co Rd 700,FL
Lumen Tampa 1,Lumen,Tampa,Tampa,United States,7909 Woodland Center Blvd,FL
Verizon Tampa,Verizon Communications Inc.,Tampa,Tampa,United States,5904-A Hampton Oaks Pkwy,FL
Lumen Tampa 4,Lumen,Tampa,Tampa,United States,400 North Tampa Street,FL
Lumen Tampa 3,Lumen,Tampa,Tampa,United States,1700 N 25th Street,FL
Lumen Tampa 2,Lumen,Tampa,Tampa,United States,59007 Hampton Oaks Parkway,FL
Flexential Jacksonville Data Center,Flexential,Jacksonville,Jacksonville,United States,4905 Belfort Road,FL
ScaleMatrix Jacksonville,ScaleMatrix,Jacksonville,Jacksonville,United States,8324 Baymeadows Way,FL
SBA Edge Jacksonville,SBA Edge,Jacksonville,Jacksonville,United States,800 Water Street,FL
American Tower EDC Jacksonville,American Tower Corporation,Jacksonville Beach,Jacksonville,United States,325 17th Ave N,FL
Windstream Jacksonville,Windstream,Jacksonville,Jacksonville,United States,421 W. Church St.,FL
DC BLOX Palm Coast,DC BLOX Inc.,Palm Coast,Jacksonville,United States,1035 Town Center Blvd,FL
SBA Edge JaxNAP,SBA Edge,Jacksonville,Jacksonville,United States,421 West Church Street,FL
Gainesville Data Center,Acceleration,Gainesville,Gainesville,United States,2511 NW 41st Street,FL
Cogent Data Center - Omaha,"Cogent Communications, Inc.",Omaha,Omaha,United States,810 S 7th St,NE
LightEdge - Omaha,LightEdge,Papillion,Omaha,United States,1148 American Parkway,NE
LoCoCoLo,"Power PRotection Products, Inc.",Omaha,Omaha,United States,1205 S 75th St,NE
IP Pathways Omaha,IP Pathways,Omaha,Omaha,United States,5940 S 118th Circle,NE
Lumen Bellevue,Lumen,Bellevue,Omaha,United States,1514 Chandler Road West,NE
Google Omaha Campus,Google,Omaha,Omaha,United States,11110 State St,NE
Google Omaha - Building 3,Google,Omaha,Omaha,United States,11110 State St,NE
Windstream Omaha,Windstream,Omaha,Omaha,United States,1721 St Marys Ave,NE
Google Omaha - Building 1,Google,Omaha,Omaha,United States,11110 State St,NE
Google Omaha - Building 2,Google,Omaha,Omaha,United States,11110 State St,NE
Google Omaha - Building 4,Google,Omaha,Omaha,United States,11110 State St,NE
Lumen Omaha 1,Lumen,Omaha,Omaha,United States,6805 Pine St,NE
AAIM Nebraska 1,AAIM Data Centers,Aurora,Lincoln,United States,1428 Kremer Ave,IL
DataBank MCI2 - Pine Ridge,DataBank,Kansas City,Kansas City KS,United States,10605 W 84th Terrace,MO
DataBank MCI1 - Kansas City - South Lake,DataBank,Kansas City,Kansas City KS,United States,15721 College Boulevard,MO
Red Wolf DCD Properties LLC,Unknown Company,Kansas City,Kansas City KS,United States,13000 Parallel Pkwy,MO
3601 N 12th St,PowerTransitions,Kansas City,Kansas City KS,United States,3601 N 12th St,MO
Cogent Data Center - Elkridge,"Cogent Communications, Inc.",Elkridge,Baltimore,United States,6050 Race Rd,MD
AiNET CyberNAP,AiNET,Glen Burnie,Baltimore,United States,7900 Ritchie Hwy,MD
DataBank - 111 Market Pl,DataBank,Baltimore,Baltimore,United States,111 Market Pl,MD
Expedient Owings Mills,Expedient Data Centers,Baltimore,Baltimore,United States,11155 Red Run,MD
Expedient Tide Point,Expedient Data Centers,Baltimore,Baltimore,United States,1050 Hull Street,MD
InfraDMS BAL01,InfraDMS,Baltimore,Baltimore,United States,1 South St,MD
DataBank BWI1 - Downtown Baltimore,DataBank,Baltimore,Baltimore,United States,300 West Lexington Street,MD
1500 Woodlawn Drive,Unknown Company,Baltimore,Baltimore,United States,1500 Woodlawn Dr,MD
Comcast Nottingham,Comcast,Nottingham,Baltimore,United States,8031 Corporate Dr,MD
9800 South Eternal Rings Drive,GI Partners,Laurel,Baltimore,United States,"9800 S Eternal Rings Dr, , MD , EE. UU.",MD
7665 Sandy Farm Road,GI Partners,Severn,Baltimore,United States,7665 Sandy Farm Rd,MD
Lumen Baltimore,Lumen,Baltimore,Baltimore,United States,300 West Lexington Street,MD
Candler Building,Unknown Company,Baltimore,Baltimore,United States,111 Market Place,MD
Flexential Cincinnati Data Center,Flexential,Hamilton,Cincinnati,United States,5307 Muhlhauser Rd,OH
"DartPoints Cincinnati, OH - CVG01",DartPoints,Cincinnati,Cincinnati,United States,302 West Third Street,OH
CyrusOne CIN2 - Cincinnati,CyrusOne Data Centers,Cincinnati,Cincinnati,United States,229 West 7th St.,OH
CyrusOne CIN97 - Cincinnati,CyrusOne Data Centers,Blue Ash,Cincinnati,United States,4600 McAuley Place,OH
CyrusOne CIN4 - Hamilton,CyrusOne Data Centers,Hamilton,Cincinnati,United States,103 Knightsbridge Drive,OH
CyrusOne CIN3 - Mason,CyrusOne Data Centers,Cincinnati,Cincinnati,United States,4800 Parkway Drive,OH
CenterGrid - Hamilton,CenterGrid,Hamilton,Cincinnati,United States,101 Knightsbridge Dr,OH
LightHouse CLT01,LightHouse Data Centers,Hamilton,Cincinnati,United States,1380 University Blvd,OH
Prologis Project Mila Campus,Prologis,Trenton,Cincinnati,United States,Woodsdale Rd & Kennel Rd,OH
I74 Wired Data Center,I74 Wired,Cincinnati,Cincinnati,United States,2300 Montana Ave,OH
Encore Technologies NOR1,Encore Technologies,Cincinnati,Cincinnati,United States,4620 Wesley Ave,OH
Encore Technologies BLU1,Encore Technologies,Blue Ash,Cincinnati,United States,11515 Grooms Rd,OH
Buck Canyon Data Center,Unknown Company,Sprigg Township,Cincinnati,United States,Ginger Ridge Rd,OH
Prologis Project Mila DC3,Prologis,Trenton,Cincinnati,United States,Woodsdale Rd & Kennel Rd,OH
Prologis Project Mila DC1,Prologis,Trenton,Cincinnati,United States,Woodsdale Rd & Kennel Rd,OH
Prologis Project Mila DC2,Prologis,Trenton,Cincinnati,United States,Woodsdale Rd & Kennel Rd,OH
Prologis Project Mila DC4,Prologis,Trenton,Cincinnati,United States,Woodsdale Rd & Kennel Rd,OH
DataBank - 334 Gest St,DataBank,Cincinnati,Cincinnati,United States,334 Gest St,OH
Lumen Cincinnati 3,Lumen,Cincinnati,Cincinnati,United States,1428 W. 8th St,OH
Lumen Cincinnati 1,Lumen,Cincinnati,Cincinnati,United States,400 Pike Street,OH
Lumen Cincinnati 2,Lumen,West Chester,Cincinnati,United States,9490 Meridian Way,OH
Cologix COL5,Cologix,Lewis Center,Columbus,United States,6787 Green Meadows Drive,OH
Cologix Johnstown Campus,Cologix,Johnstown,Columbus,United States,12017 Duncan Plains Rd,OH
WeConnect Community Data Center,City of Westerville - WeConnect,Westerville,Columbus,United States,35 Collegeview Road,OH
"DartPoints Dublin, OH - CMH01",DartPoints,Dublin,Columbus,United States,565 Metro Place South,OH
Edged Columbus,Edged Energy,New Albany,Columbus,United States,6525 New Albany Rd E,OH
Compugen New Albany Data Center,Compugen Inc.,New Albany,Columbus,United States,7000 Souder Road,OH
Csquare - Columbus CMH1-A,Csquare,North Lewis Center,Columbus,United States,8180 Green Meadows Dr N,OH
QTS New Albany 2 DC2,QTS Data Centers,New Albany,Columbus,United States,675 Beech Road SW,OH
Expedient Upper Arlington,Expedient Data Centers,Columbus,Columbus,United States,"5000 Arllington Centre Blvd, Building One",OH
CENTRA Columbus (CMH1),CENTRA,Columbus,Columbus,United States,180 E Broad St,OH
Resilience CMH II,Overwatch Capital,Canal Winchester,Columbus,United States,"within Canal Winchester, OH",OH
Crown Castle Columbus (OH1),CROWN CASTLE,Columbus,Columbus,United States,101 E Town St,OH
STACK Infrastructure NAL01A,STACK INFRASTRUCTURE,New Albany,Columbus,United States,7300 Souder Rd,OH
STACK Infrastructure NAL01B,STACK INFRASTRUCTURE,New Albany,Columbus,United States,7300 Souder Rd,OH
Vantage OH2 - Millersport,Vantage Data Centers,Millersport,Columbus,United States,State Route 204 and State Route 37,OH
ICS Corporate Center,ICS,Columbus,Columbus,United States,175 South Third Street,OH
226 North Fifth Street,Hackman Capital Partners,Columbus,Columbus,United States,226 North Fifth Street,OH
ICS Main POP,ICS,Columbus,Columbus,United States,226 North Fifth Street,OH
Amazon AWS - 11793 Vans Valley,Amazon AWS,Galena,Columbus,United States,11793 Vans Valley Rd,OH
Microsoft - Beech Rd NW & Fitzwilliam Ln,Microsoft,New Albany,Columbus,United States,Beech Rd NW & Fitzwilliam Ln,OH
Amazon AWS CMH - Industrial Parkway Campus,Amazon AWS,Plain City,Columbus,United States,8619 Industrial Parkway,OH
Amazon AWS CMH - Crosby Campus,Amazon AWS,Dublin,Columbus,United States,6645-6685 Crosby Court,OH
Amazon AWS CMH - Project Cosmo Bldg B,Amazon AWS,Marysville,Columbus,United States,14684 Industrial Pkwy,OH
Amazon AWS CMH - Newton Campus,Amazon AWS,Johnstown,Columbus,United States,2575-2875 Newton Court,OH
Amazon AWS CMH - Hayden Campus,Amazon AWS,Hilliard,Columbus,United States,5109-5125 Hayden Run Rd,OH
Amazon AWS CMH - Scioto Campus,Amazon AWS,Hilliard,Columbus,United States,4120-4188 Scioto Darby Creek Rd,OH
Amazon AWS CMH - Project Cosmo Campus,Amazon AWS,Marysville,Columbus,United States,14684 Industrial Pkwy,OH
Amazon AWS CMH - Cosgray Campus,Amazon AWS,Hilliard,Columbus,United States,4600-4636 Cosgray Rd,OH
Amazon AWS CMH - Project Cosmo Bldg A,Amazon AWS,Marysville,Columbus,United States,14684 Industrial Pkwy,OH
Amazon AWS CMH - Beech South Campus,Amazon AWS,Johnstown,Columbus,United States,2540-2580 Beech Rd,OH
Amazon AWS CMH - Warner Campus,Amazon AWS,Plain City,Columbus,United States,8567 Warner Road,OH
Amazon AWS CMH - Beech North Campus,Amazon AWS,Johnstown,Columbus,United States,2890-2970 Beech Road,OH
Google New Albany Data Center,Google,New Albany,Columbus,United States,1101 Beech Rd SW,OH
LexisNexis Hilliard,LexisNexis,Hilliard,Columbus,United States,5000 Britton Pkwy,OH
Amazon AWS CMH - 4636 Cosgray,Amazon AWS,Hilliard,Columbus,United States,4636 Cosgray Rd,OH
Aligned - Conesville Industrial Park,Aligned Data Centers,Conesville,Columbus,United States,"Conesville Industrial Park, 47201 Co Rd 273",OH
Amazon AWS CMH - Beech North B,Amazon AWS,Johnstown,Columbus,United States,2890-2970 Beech Road,OH
Meta Prometheus - Building 2,Meta,Etna,Columbus,United States,1 Community Cir,OH
Amazon AWS CMH - 6655 Crosby,Amazon AWS,Dublin,Columbus,United States,6655 Crosby Court,OH
